Id,Identifier,Title,Description,Thumbnail,PlaylistIdentifier,ClusterId,SubscriberCount,UpdatedStatisticDate,VideoCount,ViewCount
294,UCWf3dHZo_qzhnRkWiobCguw,Adam La Morre,,https://yt3.ggpht.com/enV1Z6ZvdGmcc8LYmpFGQQ66FX_uP7Fpqodrxk0At84niNh1MpWNikIDk-W9CRIKQ5NtK9EOWtI=s800-c-k-c0x00ffffff-no-rj,UUWf3dHZo_qzhnRkWiobCguw,1,11600,2024-05-20 17:33:02.7200294,28,1102314
295,UCMLtBahI5DMrt0NPvDSoIRQ,Machine Learning Street Talk,"MLST is the top AI podcast on Spotify. Subscribe now! Welcome! We bring you the latest in advanced AI research, from the best AI experts in the world. Our approach is unrivalled in terms of scope and rigour – we believe in intellectual diversity in AI often going deeper into the underlying philosophy, and we touch on all of the main ideas in the field.

Support us on Patreon for early access, exclusive content, private Discord, monthly calls and much more! 
https://www.patreon.com/mlst 

Donate here: https://www.paypal.com/donate/?hosted_button_id=K2TYRVPBGXVNA

WE ARE LOOKING FOR SPONSORS! 
mlstreettalk at gmail.com
",https://yt3.ggpht.com/CXfSZzwAVBGL46v927aq-t4AHrAhVWxcUVMb0KmJ9xHvoxYeo6ztw-_-CNH3rvuG0CsIu6q6=s800-c-k-c0x00ffffff-no-rj,UUMLtBahI5DMrt0NPvDSoIRQ,1,123000,2024-05-20 17:33:02.7884759,233,6230473
296,UC1XLb_DoX2eNWGKjkh2epwA,DevOps Shack,"Hi Team, 
I am Aditya and currently I work as a DevOps Engineer.
I love sharing knowledge and teaching to other people.

I have created this channel to share my knowledge and things i learn. The main idea of this channel is to make DevOps easy and interesting to understand. 

I really hope that watching my videos will help you get a good grasp on DevOps.

For One To One Connect with Regarding Queries & other things :  
Ping me in instagram   @devopsshack

Official Mail:
office@devopsshack.com

Keep learning !!

😇💯",https://yt3.ggpht.com/cf3D9kVZptSISUm5ctfA-GqMWneHIPHUO9S-EfLD5pQNEcuw_ikOGBGgXX6xFMX56UNSdpvaOg=s800-c-k-c0x00ffffff-no-rj,UU1XLb_DoX2eNWGKjkh2epwA,1,118000,2024-05-20 17:33:02.9216051,190,1732971
297,UC_UMEcP_kF0z4E6KbxCpV1w,The Codeholic,"The purpose of the channel is to share my 12+ years of experience to beginner developers.
Teach them what I know and make my experience as a lesson for others.
",https://yt3.ggpht.com/ytc/AIdro_limu16Q9lMj8k4k_ACSqUXKHZYsJothlIQl1qrzMFw7TE=s800-c-k-c0x00ffffff-no-rj,UU_UMEcP_kF0z4E6KbxCpV1w,1,79100,2024-05-20 17:33:03.0480119,263,5466062
298,UC2ZZB80udkRvWQ4N3a8DOKQ,CRUNCH Group: Home of Math + Machine Learning + X,"This channel puts all the seminars that are weekly held at the CRUNCH Group, Division of Applied Mathematics, Brown University, USA. This group is the home of PINNs, DeepONet and much more!!!",https://yt3.ggpht.com/xhNlosmItph4azy4LGTg-paRBG-IyQRYZ9DZNDxgEDCXPCbtQsGYq3teSfpIRggBJD-4P4Cx=s800-c-k-c0x00ffffff-no-rj,UU2ZZB80udkRvWQ4N3a8DOKQ,1,2180,2024-05-20 17:33:03.2425047,151,53375
299,UCxVxcTULO9cFU6SB9qVaisQ,Jack Roberts,"Howdy 🤠

This channel is about:

🤖 Latest AI
💎 Incredible automations
🚀 Stuff that actually works
☕️ Great Coffee

Thank you for visiting
- Jack

Your unfair advantage 👇
https://www.skool.com/ai-automations-by-jack-4235

Contact 📧 
itsssssjack@outlook.com

",https://yt3.ggpht.com/9Bja3pFgm4nWAGJE97gHDzTrzxyhHhQXCyNDBsuskpML-DpqFRw0Kv-YZogHu8f5XspR0f39=s800-c-k-c0x00ffffff-no-rj,UUxVxcTULO9cFU6SB9qVaisQ,1,26000,2024-05-20 17:33:04.1663002,30,435796
300,UCPBY44jxP7gOMkUsP5rlGnw,HAMY LABS,"Technomancer building Simple Scalable Systems.

-HAMY.OUT

Want to sponsor this channel? Options: https://hamy.xyz/labs/sponsors
",https://yt3.ggpht.com/45pKi5Azb-SBa5yGfhb41fZKuDhIYtLeN9fuErMEUwbuWbsH7IZrIfzuM2umltsEOrIRK-M-DHk=s800-c-k-c0x00ffffff-no-rj,UUPBY44jxP7gOMkUsP5rlGnw,1,2640,2024-05-20 17:33:06.6067053,235,272283
301,UCW_4e6sUTMWHxlF06aErH9w,Code With Antonio,"My name is Antonio and I am a software engineer with over 7 years of experience. I have always been fascinated by the world of programming, and I consider myself lucky to have found a career that aligns with my passions.

Throughout my career, I have had the opportunity to work with a variety of programming languages and technologies, which has allowed me to grow and develop as a programmer. While I have gained a considerable amount of knowledge and experience, I am always eager to continue learning and improving.

I created ""Code With Antonio"" with the intention of sharing my love for programming and helping others to learn and grow in the field. My hope is that my tutorials and insights will be useful to others and that I can contribute to the programming community in a positive way.

Thank you for considering my channel, and I hope that you find value in the content that I provide.





",https://yt3.ggpht.com/v5yebiyShCTNr18fnhq_oWHjQ24rAcrkexosBb8rFA8HI3elXOOSzUKfqrO8IlE_HaC7mgU0sw=s800-c-k-c0x00ffffff-no-rj,UUW_4e6sUTMWHxlF06aErH9w,1,247000,2024-05-20 17:33:06.7119607,19,7314065
302,UCNzszbnvQeFzObW0ghk0Ckw,Dave's Garage,"Windows History, Windows vs Linux Comparisons, Arduino Project Tutorials, Shop Projects, ESP32 Information and more in Dave's Garage.  With DIY info and practical step by step tutorials.  Uses visuals such as the ChipCam to make complex topics easy to understand.  From hobbyist to engineer, everyone is welcome!",https://yt3.ggpht.com/5L93CQxZo-_EhDIqIG6KdRMkJ2YBYpusQ8gL3awif3JmRLEJJYPM2bP7M-8TGcfnN2GyVlOWC2w=s800-c-k-c0x00ffffff-no-rj,UUNzszbnvQeFzObW0ghk0Ckw,1,682000,2024-05-23 07:42:56.6831857,386,47772741
303,UCRFmZfuuvuTSA1rkHyKQK0A,Gradience,gradience (noun) /ˈɡrādēəns/ := the absence of a clear-cut boundary between one category and another,https://yt3.ggpht.com/ygThu6XwZ_kGTA3774ILbvepn8Np6lWZKyo1yZfyJcop-wdMTLKxA_NGUpdRbVXlQhsh5Jt44Q=s800-c-k-c0x00ffffff-no-rj,UURFmZfuuvuTSA1rkHyKQK0A,1,5160,2024-05-21 08:01:30.7387840,4,140047
304,UC5YYDtjudfqxGwnJI-32qYQ,Mults,Some interesting description about me bla bla bla,https://yt3.ggpht.com/ytc/AIdro_m94EmV1sjXPvQUhvG1VcgZ1-GxBDF-6wD-kzGmtjM4QO8=s800-c-k-c0x00ffffff-no-rj,UU5YYDtjudfqxGwnJI-32qYQ,1,44900,2024-05-21 08:01:30.8279616,22,7356283
305,UCl5-BV9aRaeDVohpE4sqJiQ,CodeBeauty,"Hi everyone! My name is Saldina Nurak. I'm a software engineer with 10 years of experience. I started this channel as a way of giving my contribution, sharing the knowledge, making programming tutorials, answering questions related to this industry, and making fun developer life videos.

These videos are intended to help you to get a job, learn for your exams, learn to program for fun, and answer your questions about software engineering. 

Write in the comments what kind of videos and tutorials would you like to see on my channel in the future, and give a thumbs up to the existing ones that you like.

Enjoy!

✉️ If you'd like to sponsor a video and for other business inquiries contact me at:
truecodebeauty@gmail.com",https://yt3.ggpht.com/ytc/AIdro_mX6jWb6sBvDgwOJhHBK4Y88488XKYkY0gwHA2CwcT93b0=s800-c-k-c0x00ffffff-no-rj,UUl5-BV9aRaeDVohpE4sqJiQ,1,274000,2024-05-21 08:01:31.3163116,145,13148329
306,UC9x0AN7BWHpCDHSm9NiJFJQ,NetworkChuck,"Welcome to NetworkChuck!

I LOVE Information Technology!! My goal is to help as MANY PEOPLE AS POSSIBLE jump into a career in the IT field through obtaining IT Certifications. I talk about Cisco Certifications, CompTIA, AWS, Microsoft...pretty much EVERYTHING in IT. As a CBT Nuggets Trainer, it's also my passion to TEACH information technology and to make it FUN. 

If your goals are to obtain your CCNA, CompTIA A+, CompTIA Network+...I'm here to help you with that goal in any way I can!

*****Interested in Sponsoring NetworkChuck? Email chuck@networkchuck.com",https://yt3.ggpht.com/ytc/AIdro_mSw0rri2VsHv7XyXcMv931baO8QUfqIMFEGHx-7xumLG0=s800-c-k-c0x00ffffff-no-rj,UU9x0AN7BWHpCDHSm9NiJFJQ,1,3950000,2024-05-21 08:01:31.4519686,416,257886140
307,UCHb7nqRBKoJzcWGvZ3fqlyw,Kari,"👉 just a 21y/o girl who loves #making🛠️, #coding👩‍💻 & collecting #retro🕹️ things",https://yt3.ggpht.com/oR7Sv-OLnYsqXQtuR2h_PovenzHUiPMzXW_eIcYZnusPCdkcKG4CK6qPQUCNZZjfTWKzPSfRRDM=s800-c-k-c0x00ffffff-no-rj,UUHb7nqRBKoJzcWGvZ3fqlyw,1,46600,2024-05-21 08:01:31.9629081,11,1134418
308,UCUzlUyXCyjnSZb7jE0AMe_A,Dokploy,,https://yt3.ggpht.com/rD-r_U7XTyP40Apd3zTa94Kj5i_R1csawbh1PuRu-7G6lgI54RTHTLHuf2LRm7Z_eqMxlubHbTI=s800-c-k-c0x00ffffff-no-rj,UUUzlUyXCyjnSZb7jE0AMe_A,1,351,2024-05-21 08:01:32.0915967,1,5972
309,UCaiL2GDNpLYH6Wokkk1VNcg,mCoding,"Hi! I'm James Murphy and I make videos about programming and mathematics, mostly including Python and C++.

My goal is to help as many people as possible better their own skills by seeing coding and mathematics through my eyes. I'm a Carnegie Mellon and UT Austin trained mathematics Ph.D., I've worked in quantitative finance in Chicago and New York, and I'm taking all my knowledge and passing it on to viewers like you all around the world! In addition to making YouTube videos, mCoding offers consulting, contracting, code reviews, and training.

Want to financially support my YouTube video production through a one-time or monthly donation? Great! I accept donations through the Patreon (monthly) and PayPal (one-time or monthly), see links below. Note: through Patreon I receive about 88% of what you donate, compared to 97% for PayPal. If you prefer to donate through other means such as via check, Zelle, or cryptocurrency, please contact me through the business email below.
",https://yt3.ggpht.com/ytc/AIdro_lPoXwc1gdiHcDaLyDg2vRRciqsSK48qdum3TZUEa5kNQ=s800-c-k-c0x00ffffff-no-rj,UUaiL2GDNpLYH6Wokkk1VNcg,1,225000,2024-05-21 08:01:32.1589730,115,16294258
310,UCiSIL42pQRpc-8JNiYDFyzQ,chris biscardi,"Rust, Wasm, Game Development, and cutting edge tech releases.",https://yt3.ggpht.com/ytc/AIdro_mI_PD7DFbcyTYiTzI8QQvGVfW9lxSDp3sgITDi9BzN-Wc=s800-c-k-c0x00ffffff-no-rj,UUiSIL42pQRpc-8JNiYDFyzQ,1,28400,2024-05-21 08:01:32.9850054,407,2790964
311,UC3sH8ShnMyB5MxavG1DaklA,Algorithmic Simplicity,"This is an educational channel for all things algorithmic, including but not limited to computer science, machine learning, physics, and mathematics.",https://yt3.ggpht.com/oEE_aamU2yoNsgLD7tZk4y-cQjfRlH3Fg4s-YCmdMQOyxT738Y36zK_texS94fFTRxlQIo6f=s800-c-k-c0x00ffffff-no-rj,UU3sH8ShnMyB5MxavG1DaklA,1,19200,2024-05-21 08:01:33.0622116,5,345578
312,UCsUalyRg43M8D60mtHe6YcA,Honeypot,"Welcome to Honeypot.io's official YouTube channel! We produce documentaries exploring tech culture, influential technologies and untold developer stories from around the world. Check out stories around open source, careers and all the other cool stuff developers are doing over at cult, our media platform.

We are also a developer-focused job platform, on a mission to get developers and other tech talent great jobs. We believe developers should choose a job they love, and Honeypot is here to help with that.

Want to know more? Visit our website – link below!

And don't forget to subscribe!",https://yt3.ggpht.com/ytc/AIdro_mLnopXX-jYkH2ENEmuVwLf61NPhGobJmyBx-HaNB1a8_0=s800-c-k-c0x00ffffff-no-rj,UUsUalyRg43M8D60mtHe6YcA,1,226000,2024-05-21 08:01:33.1575631,114,9863724
313,UC1fLEeYICmo3O9cUsqIi7HA,Nick White,"Nick White is a YouTuber who focuses on creating both entertaining and educational content. For business email - business@nickwwhite.com

Nick's Other Social Media Accounts
_______________
Twitter - https://twitter.com/nicholaswwhite
Instagram - https://instagram.com/nickwwhite
Twitch - https://twitch.tv/nickwhitettv


",https://yt3.ggpht.com/MWCIzDNJJrk7mU5kV2V9EnyaKXVPn5en7uyX589c2Bu1iizhHY4h1ih02JZJ1cv8KCM8uY8g4OQ=s800-c-k-c0x00ffffff-no-rj,UU1fLEeYICmo3O9cUsqIi7HA,1,372000,2024-05-21 08:01:33.2574974,380,26821644
314,UC8ENHE5xdFSwx71u3fDH5Xw,ThePrimeagen,Vim - Rust - TypeScript,https://yt3.ggpht.com/ytc/AIdro_laY82JAzs_2edBDxrxLgLWshhMK04SpAqOfoEzexOBZg=s800-c-k-c0x00ffffff-no-rj,UU8ENHE5xdFSwx71u3fDH5Xw,1,348000,2024-05-21 08:01:33.3827775,80,18387672
315,UC6biysICWOJ-C3P4Tyeggzg,Low Level Learning,"Teaching you 🧠 about the lowest level
",https://yt3.ggpht.com/ytc/AIdro_kYonbRPgwwY6pAOUoEy8pGjWyoiRuq4hysgR7w_rww_o8=s800-c-k-c0x00ffffff-no-rj,UU6biysICWOJ-C3P4Tyeggzg,1,546000,2024-05-21 08:01:33.8355752,195,52172889
316,UCJJqeW8My07X2r_WXokg-Cw,Mike Powers,"Supercharging Business With AI and Automation Tools!
",https://yt3.ggpht.com/AtrQ0L3UPPQ-ODQ1l6yIxyrLyXrNwPQngSAu3EsfDDmXjbtUJ-76BsGS7pRAuDMMYNcK_KUlCw=s800-c-k-c0x00ffffff-no-rj,UUJJqeW8My07X2r_WXokg-Cw,1,11200,2024-05-21 08:01:34.3104040,163,733866
317,UCkCJ0zLrSg7VudR97g-FNVQ,Kenny Gunderman,"Develop code. Develop yourself.

Business:
contact@kgunderman.com
",https://yt3.ggpht.com/ZdP3MWUDf1HZ4tOEK5MvXhSfIOEeuugyN2rUAmRYXqiy4ou98P6LVGpg6x5eTH8L9l9cDfrzpQ=s800-c-k-c0x00ffffff-no-rj,UUkCJ0zLrSg7VudR97g-FNVQ,1,221000,2024-05-21 08:01:34.4082960,57,16355171
318,UChqNJc6T93_uRl2nvmoBm4Q,Codebagel,"Demystifying the tech industry. Whether you're actively learning or watching at 3am, we're here to keep you entertained.

Sorry for lack of uploads - life do be busy sometimes. I'll return to content creation sometime in 2024!
",https://yt3.ggpht.com/1I14fLit7NV9NHLjEJKSw28K3LLf7O1glnSjduYaOb6j8lV-XS01ZsHR0VBYoG5-04wefLiH-TQ=s800-c-k-c0x00ffffff-no-rj,UUhqNJc6T93_uRl2nvmoBm4Q,1,30700,2024-05-21 08:01:34.4835760,25,1039786
319,UC-4nsAH5j9AIhv5tHoQSP9g,Interview Pen,"Our mission is to provide high-quality educational content, community, & tools to empower technologists (software engineers, etc) looking to succeed in upscaling their careers.",https://yt3.ggpht.com/QVlvrPM_lVtr8IS1PjGG7vf7FXzR27lI_ezgN_23G5YQXAWvfjfRuvLhDZf3b9IwGplgQwKxDA=s800-c-k-c0x00ffffff-no-rj,UU-4nsAH5j9AIhv5tHoQSP9g,1,94300,2024-05-21 08:01:34.9807489,32,1591609
320,UCs4fQRyl1TJvoeOdekW6lYA,fasterthanlime,"Vibe-oriented Rust programming, how computers work in general, and sometimes we get existential. That's it, that's the pitch.
",https://yt3.ggpht.com/zBpmIVJvy2B_UXdlpK3lxuuIOJBjdWG65xCSgdtuaYc6mGLGaMeoemcBF-chW-AgC1qzVLwqHA=s800-c-k-c0x00ffffff-no-rj,UUs4fQRyl1TJvoeOdekW6lYA,1,49700,2024-05-21 08:01:35.1086173,51,1773630
321,UCYQvAPEWa3ibT0_FcjqYa8g,Pooja Dutt,"Hey there 👋🏽 I’m Pooja - welcome to my channel! 

My main mission is to EMPOWER people to gain access to free educational tools and insights when it comes to the tech industry. There’s a lot of information out there - from starting out in the industry as a newbie, gaining valuable interviewing skills to land the job, actually working as an IT professional, to just keeping up to date/learning more about the latest trends - I’d like to better organize these resources! 💻 

I’ve been a software engineer for over 5 years! I currently work at Microsoft and have worked at Target in the past. I graduated from the University of Wisconsin-Madison with a Bachelors degree in Computer Science .. although I like to add that I’ve learned much of what I know today from the experiences on the job, as well as through the internet 😉

Enjoy, and Cheers 🥂 

For business inquiries [email]: poojadutt.tech@gmail.com

For 1:1 consultations: https://calendly.com/poojadutt-tech/60min",https://yt3.ggpht.com/cArETAjn0N5aWToYI14S3n4IV9GH7aZTsRWmfI1dUwgrF0fsJAUeP3tdDHgeYUFf7cCw8gssXQ=s800-c-k-c0x00ffffff-no-rj,UUYQvAPEWa3ibT0_FcjqYa8g,1,116000,2024-05-21 08:01:35.6502442,57,5693884
322,UCaSCt8s_4nfkRglWCvNSDrg,CodeAesthetic,,https://yt3.ggpht.com/n5SlI5Ps1SWnuI58faTPSb2HvFKO9nZJ34ztRxRa8V-gl5KyP97oI1A5YnlkRGD_BTUThREfJw=s800-c-k-c0x00ffffff-no-rj,UUaSCt8s_4nfkRglWCvNSDrg,1,366000,2024-05-21 08:01:35.7267025,8,8685518
323,UCAv58974MByI1SL2Gy_jhjg,Sir Freelancealot,Programming comedy,https://yt3.ggpht.com/fo8a-SEebzij0v5GuxBOJWSrJrmiXSZBXoKFcC0tgWoMT-vzafFm__HQkfoB89Y7Ju22F5U8rg=s800-c-k-c0x00ffffff-no-rj,UUAv58974MByI1SL2Gy_jhjg,1,2500,2024-05-21 08:01:35.8122270,12,140352
324,UCuudpdbKmQWq2PPzYgVCWlA,Indently,"Simple is better than complex_
",https://yt3.ggpht.com/Youvw32wKJ5n4OJv3IXESEtEZnPdF49rXnpxKeLCpXB0yM3oda0ICnTGff00pWi1ZZm90x6AXw=s800-c-k-c0x00ffffff-no-rj,UUuudpdbKmQWq2PPzYgVCWlA,1,174000,2024-05-21 08:01:35.8926697,825,26156487
325,UCrJrY9gMcbRL2APnFCXiuBQ,WeAreNoCode - Learn No-Code!,"WeAreNoCode - We Empower Non-Technical Founders. #nocode

OUR PROGRAMS:

➡️ The No-Code Startup
Learn the step by step to build your Startup Idea using No-Code Tools.
Meet our Flagship program for non-technical entrepreneurs. Community + Coaching and 1:1 Support.
More than 450+ Students from 23+ Countries. Join today.
Learn More: https://thenocodestartup.wearenocode.com

➡️ WeAreNoCode Academy
Join our community and learn entrepreneurship and no-code with self-paced courses.
Access to multiple courses in one unique learning environment. Discounts, networking events and more.
Start your learning journey today!
Learn More: https://academy.wearenocode.com

Channel Hosts:
Christian Peverelli - CEO and Co-Founder
Caio Calderari - Chief No-Code Officer

📮 SUBSCRIBE TO THE CHANNEL
https://bit.ly/wearenocodeyt

➡️  VISIT WeAreNoCode Website:
https://www.wearenocode.com

🔗  Find us on LinkedIn: 
https://www.linkedin.com/company/wearenocode

Contact us - info@wearenocode.com
",https://yt3.ggpht.com/u-wNEA8k1heDBtOU92ZapUEc3i7scrh_eI6usjVdGwymgIi8olLNwUJgjq2S5iaxCYLEjpaZ=s800-c-k-c0x00ffffff-no-rj,UUrJrY9gMcbRL2APnFCXiuBQ,1,86400,2024-05-21 08:01:36.0210544,387,2599962
326,UCPBK_brqoVQtO-fOWpxQGXw,Smoljames,"Self-taught brogrammer helping aspiring programmers learn to code · conquer projects · land jobs · and become 10x hyper developers today🔥
",https://yt3.ggpht.com/Ck5W1cCbxGCXOXCTGaABVnYq-LAiyqmt45oMOZs6RaA2Jrh0_xfPLgS7OaWDhWk1UYXSheRS=s800-c-k-c0x00ffffff-no-rj,UUPBK_brqoVQtO-fOWpxQGXw,1,28300,2024-05-21 08:01:36.5631745,190,1366341
327,UCfwSZMnpzluV01vjf8ujSwQ,Code with Vincent,"Full time Software Engineer in the day and content creator at night 🌝

Just posting for fun, documenting my life. Expect to see videos about my life, tech, skits, devlogs and also random programming content

Discord link and resources can be found here:
https://beacons.ai/codewithvincent
",https://yt3.ggpht.com/ixROY-05PC2Kn51KxhpoKwN_L-gyH3FRRyn5WIy_TM3macGw25-Cd3pTif8PExuJJtQAApKCNRQ=s800-c-k-c0x00ffffff-no-rj,UUfwSZMnpzluV01vjf8ujSwQ,1,24100,2024-05-21 08:01:36.6828791,187,1485255
328,UCYPO9N-RdZpU3ENT8PDGjaw,Brian Cache,"I'm Brian. I'm a self-taught software developer from a non-tech background. On this channel I like to talk about my career experiences, self-improvement and making more money.
",https://yt3.ggpht.com/RGkjnjY2Ohp5R-7Kv3iaoayYqUmN9V5ad8OYHC0U86R24n7aROOfyEVpZslidpV-ct54mB5z=s800-c-k-c0x00ffffff-no-rj,UUYPO9N-RdZpU3ENT8PDGjaw,1,35100,2024-05-21 08:01:36.7480323,36,1540232
329,UCSYZFJTxminrE5RSr5KUVAQ,How To Fix,,https://yt3.ggpht.com/3ZeL4P5aGuhPT8pLFe06i29t4K8H6xhQM-ntxz6BRWP4Q1MnStOearoeoaOLfXN57p8shWFBoA=s800-c-k-c0x00ffffff-no-rj,UUSYZFJTxminrE5RSr5KUVAQ,1,152,2024-05-21 08:01:36.8408308,633,55204
330,UCG4pyCrLYfDsSaRUrBH1MKA,Luke Made It,"📸 tech, lifestyle, whatever else comes to mind

💼 contact@lukemadeit.io",https://yt3.ggpht.com/bNXoqw1BtS8z8W-ojEQTrKkWF35OsiX9XM8I676RLvbCmX0K0Hk0gCPyb5kIAO3hG3dyvX0fVQ=s800-c-k-c0x00ffffff-no-rj,UUG4pyCrLYfDsSaRUrBH1MKA,1,51800,2024-05-21 08:01:36.9307549,36,2901969
331,UCxVPH8W2ayMey1-b0SY8rBQ,The Coding Sloth,Videos about software or something like that,https://yt3.ggpht.com/tefsSEFVJaD0OnAnAQH1s2zAilKRUXoIZdfIetoFxLhS9Tg-WuuxwgMec1ri8bNFhk0U01GbMQ=s800-c-k-c0x00ffffff-no-rj,UUxVPH8W2ayMey1-b0SY8rBQ,1,122000,2024-05-21 08:01:37.0528565,22,4471745
332,UCaTznQhurW5AaiYPbhEA-KA,Molly Rocket,"This is the official YouTube channel of https://mollyrocket.com, home of Star Code Galaxy, Handmade Hero, Meow the Infinite, and 1935.",https://yt3.ggpht.com/ytc/AIdro_mRpmoX-DxUl84KT3B7Dtd1Fb7s6aFUniifH7ruivhn0kQ=s800-c-k-c0x00ffffff-no-rj,UUaTznQhurW5AaiYPbhEA-KA,1,96200,2024-05-21 08:01:37.1894021,808,11052747
333,UCBGxe5vTiVWv7e2gP6QB1Mw,Boris Meinardus,"👨🏻‍🎓 I do paper reviews and teach AI and Machine Learning
👨🏻‍💻 I talk about having and getting a job in Machine Learning",https://yt3.ggpht.com/ytc/AIdro_mJP5gPRQporlNIUGXbqYWy3AClTTSO1hAkqyh8XFWHm6s=s800-c-k-c0x00ffffff-no-rj,UUBGxe5vTiVWv7e2gP6QB1Mw,1,42800,2024-05-21 08:01:37.2617735,62,1542799
334,UCYO_jab_esuFRV4b17AJtAw,3Blue1Brown,"My name is Grant Sanderson. Videos here cover a variety of topics in math, or adjacent fields like physics and CS, all with an emphasis on visualizing the core ideas. The goal is to use animation to help elucidate and motivate otherwise tricky topics, and for difficult problems to be made simple with changes in perspective.

For more information, other projects, FAQs, and inquiries see the website: https://www.3blue1brown.com",https://yt3.ggpht.com/ytc/AIdro_nFzZFPLxPZRHcE3SSwzdrbuWqfoWYwLAu0_2iO6blQYAU=s800-c-k-c0x00ffffff-no-rj,UUYO_jab_esuFRV4b17AJtAw,6,6160000,2024-05-06 16:38:49.8797343,175,500031956
335,UCIjIAXXsX4YMYeFj-LP42-Q,Anthony GG,"Anthony, no bullshit programmer.

► Exclusive tutorials, Mini Courses and projects, Resume and project reviews 👉 http://thetotalcoder.com
► My amazing Golang course 👉 https://fulltimegodev.com
► Join my Discord community for free education 👉 https://discord.com/invite/Ac7CWREe58

For business inquiries:
anthony@thetotalcoder.com
",https://yt3.ggpht.com/ADjysY-26b3e9qAyq70nv-96mS5s04PKW2G8BPHAYaGWncpLHNYH_7sG0JuZPBu0NuMlon3p=s800-c-k-c0x00ffffff-no-rj,UUIjIAXXsX4YMYeFj-LP42-Q,1,54000,2024-05-21 08:01:37.9670821,374,3429005
336,UCfu6X0tciOJndkVup653jaA,PR0DS3C,Security Engineer.,https://yt3.ggpht.com/YXHJ_IzgCQAfqFvsdzu3eXqUxT0LilAV1kx9yjwBLSob5F9_fQj9Q28ikQYyN4jkhlhr5z4R=s800-c-k-c0x00ffffff-no-rj,UUfu6X0tciOJndkVup653jaA,1,8,2024-05-21 08:01:59.0872573,2,205
337,UCQAC4Rk_8pkR2KDzOADwAaA,Mastering Programming,"🧑🏻 My name is David and I am a software engineer at Meta. My passion is teaching software devs on how to pass the grueling technical interviews to help them land their 6-figure dream tech job.

I have received 3 six-figure offers from Google, Meta, and Amazon. 

If you need help passing the interviews, you can contact me on my Facebook.
👨🏻‍💻Facebook: https://shorturl.at/bjoD3

🔔 Subscribe to Land Your Dream Tech Career - https://bit.ly/3f9gHGN
🔔 Subscribe to Land Your Dream Tech Career - https://bit.ly/3f9gHGN

🔬I provide content that will allow you to understand the thought process, pseudocode, time complexity, and code when approaching coding problems.

💬 If you have any topic or questions you want me to cover, let me know in the comment section or send me a message~ ฅʕ•ᴥ•`ʔ
",https://yt3.ggpht.com/sdNeayU0xJpD2qUJ6z5hHDE_pK2-ZcYOQA7BSzzOTwtm2x0_56tOi3uRTnBdsEJbvN7vZWSD=s800-c-k-c0x00ffffff-no-rj,UUQAC4Rk_8pkR2KDzOADwAaA,1,4590,2024-05-21 08:02:20.2476136,435,318264
338,UCG21GE2Go3vkj7mrs675ysA,Sebastian Daschner,"I want to share knowledge and educate developers about Java, enterprise software, and IT in general. I believe that teaching others not only greatly improves their situation but also educates yourself.

I'm working as a consultant, trainer, and developer. My role is to share knowledge and educate developers about Java, enterprise software, and IT in general. I support clients with workshops and tailored consultation engagements, by applying expert knowledge and experience with a high claim in software craftship. I focus on how concepts work and why specific solutions are needed, and only then how they are implemented.
",https://yt3.ggpht.com/ytc/AIdro_lAIu9DjnwMcgHIhXtN1mLmbh7j2DeE2F34l23y7PMTGks=s800-c-k-c0x00ffffff-no-rj,UUG21GE2Go3vkj7mrs675ysA,1,16400,2024-05-21 08:03:02.7962752,193,1083980
339,UCGPGirOab9EGy7VH4IwmWVQ,Travis Media,"Hi, my name is Travis and I am a self-taught software developer of 7 years. 

I learned to code and stepped out as a full-time freelance within 1 year. Since then I have entertained full-stack development, DevOps, and Site Reliability Engineering and have documented my journey here on the channel.

Here you'll find coding tutorials, career advice, professional coding tips, life hacks, and the ups and downs of this highly enriching journey of software engineering. 

I make videos specifically for YOU and if there is anything specific you would like to request please don't hesitate to ask. 

If all this sounds like something that can help you on your own coding journey, consider subscribing and joining me along the way!

Kind Regards, 

Travis",https://yt3.ggpht.com/ytc/AIdro_l00TDaIm6OxCv6eJtOwdn2RHbFjeUJ8OJYVGmgdA4pEQ=s800-c-k-c0x00ffffff-no-rj,UUGPGirOab9EGy7VH4IwmWVQ,1,218000,2024-05-21 08:03:02.9409909,225,10236469
340,UCR2uRTQ53V_egXKFflMMaaw,Artem Kirsanov,I'm a computational neuroscience student and researcher. On this channel we seek to understand the brain and do deep explorations of interesting topics & papers from neuroscience (and related fields),https://yt3.ggpht.com/q2F_h3tArDXFcuXPaehYUYbmWds0xFPlpT7-1qrncBOBJZsexggGlmkvrxd1a6X7d_gzLBz3lA=s800-c-k-c0x00ffffff-no-rj,UUR2uRTQ53V_egXKFflMMaaw,1,157000,2024-05-21 08:03:03.1070058,32,4961293
341,UCQ-W1KE9EYfdxhL6S4twUNw,The Cherno,I'm making a game engine called Hazel! Here you'll find videos about that and C++/programming,https://yt3.ggpht.com/tGVMddNMdUHLv2zoH7OBL4e4yIle3e6dJV8qmfBinzckCcgzMPoh3NnxuEwAcWasarTx5x4o=s800-c-k-c0x00ffffff-no-rj,UUQ-W1KE9EYfdxhL6S4twUNw,1,635000,2024-05-21 08:03:03.2368176,839,73013473
